flag,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
Y,M,3. Bach,194565,4upto45,Y,C,Married,Y,Professional,1Low,Renter,West,3,F
N,F,3. Bach,1032624,1_Unk,N,C,,Y,Sales/Service,1Low,Renter,West,9,K
N,M,1. HS,0,5upto55,Y,G,Married,Y,Blue Collar,1Low,Renter,Northeast,8,A
Y,F,4. Grad,262661,3upto35,Y,B,Married,Y,Sales/Service,2Med,Owner,South,2,J
Y,M,1. HS,0,1_Unk,Y,A,Married,U,Sales/Service,1Low,Renter,South,7,E
N,F,3. Bach,441841,3upto35,Y,B,Married,Y,Professional,3High,Owner,Northeast,2,H
Y,M,2. Some College,164459,3upto35,Y,B,,N,Farm,1Low,Owner,Midwest,3,F
Y,M,2. Some College,784309,4upto45,N,B,Married,N,Professional,3High,Owner,West,1,J
Y,F,1. HS,361768,5upto55,Y,C,Married,Y,Others,2Med,Owner,Midwest,3,F
N,F,2. Some College,605516,1_Unk,Y,B,Single,U,Sales/Service,3High,Owner,West,1,J
Y,F,4. Grad,303030,5upto55,Y,B,Married,U,Professional,1Low,Owner,South,1,J
N,F,,450409,4upto45,N,C,Married,Y,Professional,3High,Owner,Northeast,1,E
N,M,3. Bach,306072,7above65,N,B,Married,N,Retired,1Low,Owner,South,2,H
N,M,2. Some College,168617,4upto45,N,F,,Y,Blue Collar,2Med,Owner,South,2,F
N,F,2. Some College,0,2upto25,N,H,,N,Sales/Service,1Low,Renter,South,7,A
N,M,2. Some College,200843,5upto55,Y,E,Married,Y,Blue Collar,1Low,Owner,Midwest,2,F
N,F,1. HS,120168,5upto55,N,I,Married,U,Professional,1Low,Owner,Midwest,2,F
Y,F,1. HS,143226,4upto45,Y,C,,Y,Blue Collar,1Low,Renter,South,4,D
Y,F,1. HS,0,1_Unk,Y,G,,U,Sales/Service,1Low,Renter,Midwest,5,C
N,F,1. HS,318825,6upto65,Y,I,,N,Blue Collar,3High,Owner,Northeast,3,E
N,F,1. HS,296578,4upto45,Y,C,Married,U,Professional,1Low,Owner,Midwest,3,H
Y,M,3. Bach,304655,4upto45,Y,C,Married,Y,Professional,3High,Owner,Midwest,3,G
N,F,3. Bach,232390,7above65,Y,H,Married,N,Retired,1Low,Renter,Northeast,3,D
Y,F,1. HS,389244,5upto55,N,E,Married,Y,Professional,1Low,,South,1,E
Y,M,2. Some College,119289,2upto25,Y,F,Single,Y,Blue Collar,1Low,Owner,West,3,E
Y,F,1. HS,249392,5upto55,N,E,Married,N,Sales/Service,1Low,Owner,Northeast,4,G
Y,F,4. Grad,757528,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,G
N,F,1. HS,143171,5upto55,Y,E,,U,Sales/Service,1Low,Owner,South,3,C
N,U,2. Some College,178345,4upto45,Y,E,,Y,Sales/Service,1Low,Owner,South,4,E
N,M,0. lessHS,419377,1_Unk,Y,E,,Y,Others,1Low,Owner,Midwest,1,E
N,M,0. lessHS,254190,5upto55,N,C,Married,Y,Professional,1Low,Owner,Northeast,1,E
Y,M,3. Bach,609092,5upto55,Y,B,Married,N,Professional,3High,Owner,South,1,L
Y,M,2. Some College,0,3upto35,N,G,Single,Y,Sales/Service,1Low,Renter,South,6,F
N,F,1. HS,129938,7above65,Y,D,,N,Retired,1Low,Owner,Midwest,2,B
Y,M,2. Some College,0,1_Unk,N,E,Single,U,Sales/Service,1Low,Renter,West,8,F
N,M,4. Grad,245380,7above65,N,D,Married,N,Retired,1Low,Owner,South,4,C
N,M,4. Grad,500092,7above65,Y,B,Married,U,Retired,2Med,Owner,Northeast,1,L
N,M,4. Grad,203134,1_Unk,Y,E,Married,U,Others,1Low,,South,1,E
Y,M,3. Bach,835299,4upto45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,H
Y,M,2. Some College,0,2upto25,Y,A,,Y,Professional,1Low,Renter,South,2,H
N,M,2. Some College,71852,5upto55,Y,F,,U,Blue Collar,1Low,Owner,Midwest,6,D
Y,M,4. Grad,750830,4upto45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,F
Y,F,1. HS,256967,3upto35,Y,E,Married,N,Sales/Service,1Low,Owner,South,8,C
N,M,0. lessHS,368071,5upto55,N,F,Married,Y,Farm,1Low,,West,3,E
N,F,1. HS,207993,5upto55,Y,E,Married,U,Sales/Service,1Low,Owner,South,2,F
Y,M,3. Bach,402210,4upto45,Y,C,Married,Y,Professional,3High,Owner,Midwest,2,I
N,M,3. Bach,410733,3upto35,Y,C,,Y,Sales/Service,3High,Owner,South,1,C
N,F,0. lessHS,947210,5upto55,Y,E,Married,N,Professional,1Low,Owner,South,4,C
Y,M,2. Some College,0,6upto65,N,I,,N,Professional,1Low,Owner,Northeast,3,E
N,M,2. Some College,303161,7above65,Y,B,Married,N,Blue Collar,1Low,Owner,West,2,G
N,F,1. HS,169429,5upto55,N,B,Married,Y,Professional,1Low,Owner,Midwest,2,F
N,F,0. lessHS,0,7above65,N,H,,N,Retired,1Low,Renter,Northeast,6,A
N,M,1. HS,177054,7above65,Y,B,,N,Retired,1Low,Owner,South,3,F
Y,M,3. Bach,112584,6upto65,N,I,,N,Retired,1Low,Renter,West,3,E
N,M,0. lessHS,118537,5upto55,N,E,Married,Y,Blue Collar,1Low,Owner,Midwest,8,B
Y,M,2. Some College,569797,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,H
N,M,3. Bach,304633,6upto65,N,B,Single,N,Others,1Low,Owner,West,1,F
Y,M,4. Grad,457800,3upto35,Y,C,Married,Y,Professional,3High,Owner,South,1,J
Y,M,1. HS,484352,7above65,Y,E,,N,Retired,1Low,Owner,Midwest,3,C
Y,M,,0,1_Unk,Y,B,,N,Others,1Low,Owner,Midwest,4,H
N,F,1. HS,210588,7above65,Y,C,,Y,Retired,1Low,Owner,South,3,K
N,F,,322749,1_Unk,N,E,,Y,Sales/Service,1Low,Owner,West,2,E
N,F,2. Some College,141918,7above65,Y,B,Married,N,Retired,1Low,Owner,Midwest,3,F
N,M,2. Some College,133087,2upto25,N,F,,U,Professional,1Low,Owner,Northeast,1,E
Y,M,4. Grad,235320,6upto65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,L
N,F,1. HS,121971,3upto35,N,F,,Y,Blue Collar,1Low,Owner,Midwest,8,D
N,M,4. Grad,904612,6upto65,Y,B,Married,N,Professional,3High,Owner,West,2,K
N,F,1. HS,249750,6upto65,Y,E,,U,Retired,1Low,Owner,Midwest,4,H
Y,F,4. Grad,309701,6upto65,Y,H,,U,Retired,1Low,Renter,West,2,E
N,M,1. HS,148722,7above65,N,F,Married,U,Retired,1Low,Renter,South,9,D
Y,M,4. Grad,2479673,7above65,Y,D,Married,N,Professional,1Low,Owner,South,1,D
Y,M,0. lessHS,305250,5upto55,Y,B,Married,N,Retired,2Med,Owner,Midwest,1,L
Y,M,3. Bach,414200,1_Unk,N,E,Single,N,Blue Collar,3High,Owner,Northeast,1,E
N,M,2. Some College,602667,4upto45,N,E,,Y,Blue Collar,1Low,Renter,South,4,C
N,M,3. Bach,136805,1_Unk,N,G,,Y,Blue Collar,1Low,Renter,Northeast,8,D
Y,M,0. lessHS,343350,6upto65,Y,E,Married,Y,Sales/Service,1Low,,Northeast,2,E
N,F,3. Bach,316454,3upto35,Y,E,Married,U,Professional,1Low,Owner,Northeast,2,E
N,M,4. Grad,236418,6upto65,Y,C,,Y,Professional,2Med,Owner,South,2,E
N,M,1. HS,88420,4upto45,N,F,,Y,Blue Collar,1Low,Owner,South,3,D
N,M,0. lessHS,814230,7above65,Y,D,Married,N,Blue Collar,2Med,Owner,South,1,G
N,M,2. Some College,0,4upto45,Y,C,Married,Y,Others,1Low,,Midwest,5,D
N,M,1. HS,0,4upto45,N,G,Single,Y,Blue Collar,1Low,Renter,South,9,D
Y,F,3. Bach,0,5upto55,N,G,,U,Blue Collar,1Low,Renter,South,9,C
Y,F,1. HS,628181,5upto55,Y,C,Married,Y,Professional,3High,Owner,West,1,K
N,F,1. HS,668061,5upto55,Y,F,Married,Y,Sales/Service,1Low,Owner,South,4,D
Y,M,2. Some College,441123,4upto45,Y,E,,N,Sales/Service,1Low,Owner,West,3,G
N,M,1. HS,340210,7above65,Y,C,Married,Y,Retired,3High,Owner,West,5,F
N,M,1. HS,210936,1_Unk,N,E,,Y,Blue Collar,1Low,Owner,Midwest,8,E
Y,M,3. Bach,400705,3upto35,N,F,Married,Y,Professional,1Low,,West,2,A
N,M,0. lessHS,355056,7above65,N,B,,N,Retired,1Low,Owner,South,2,H
N,F,1. HS,347928,6upto65,N,D,Married,N,Professional,1Low,Owner,Midwest,1,F
N,M,3. Bach,474804,3upto35,Y,C,,N,Professional,2Med,Owner,Midwest,1,H
Y,M,2. Some College,419182,2upto25,Y,J,,U,Professional,1Low,Owner,South,1,E
N,F,1. HS,233805,6upto65,Y,B,,N,Sales/Service,1Low,Owner,Midwest,1,G
Y,M,2. Some College,0,2upto25,N,E,Single,Y,Sales/Service,1Low,,South,7,A
N,F,0. lessHS,86720,1_Unk,N,G,Married,U,Sales/Service,1Low,Renter,South,8,C
N,F,2. Some College,225548,6upto65,Y,C,,Y,Professional,1Low,,Midwest,2,E
Y,F,1. HS,0,6upto65,Y,G,,U,Sales/Service,1Low,Renter,West,9,B
Y,F,3. Bach,600230,1_Unk,Y,C,,Y,Sales/Service,1Low,Owner,Northeast,1,G
N,F,0. lessHS,251877,7above65,N,D,Married,N,Retired,1Low,Owner,Midwest,2,A
Y,M,4. Grad,1532104,6upto65,N,B,Married,Y,Sales/Service,3High,Owner,West,1,E
Y,M,1. HS,0,7above65,Y,B,Married,N,Retired,1Low,,South,3,D
N,F,3. Bach,138124,4upto45,Y,E,,N,Sales/Service,1Low,Owner,South,2,F
N,F,3. Bach,536188,7above65,Y,E,,N,Professional,1Low,Renter,Northeast,3,E
N,F,1. HS,0,7above65,Y,I,Married,N,Retired,1Low,Renter,South,4,B
Y,M,4. Grad,3073800,5upto55,N,B,Married,U,Professional,3High,Owner,West,4,F
N,F,2. Some College,0,6upto65,Y,I,,N,Professional,1Low,Renter,West,8,D
N,F,2. Some College,0,5upto55,Y,E,Single,N,Blue Collar,1Low,Renter,Northeast,5,H
Y,M,4. Grad,1207393,3upto35,Y,B,Married,N,Professional,1Low,Owner,South,1,J
N,F,2. Some College,0,2upto25,Y,E,Married,Y,Sales/Service,1Low,Owner,South,4,E
Y,F,1. HS,264948,4upto45,Y,E,,Y,Sales/Service,3High,Owner,West,2,G
Y,F,3. Bach,291945,1_Unk,N,I,Married,U,Professional,2Med,Owner,South,7,B
N,F,2. Some College,0,2upto25,Y,G,Single,N,Sales/Service,1Low,Renter,South,5,F
Y,M,2. Some College,0,4upto45,N,A,Single,Y,Sales/Service,1Low,Renter,West,2,G
N,M,1. HS,164808,3upto35,Y,F,,Y,Blue Collar,1Low,Owner,South,6,F
N,M,2. Some College,0,7above65,Y,D,Married,N,Retired,1Low,Owner,South,5,D
N,M,2. Some College,411475,1_Unk,Y,C,,Y,Sales/Service,2Med,Owner,South,2,H
N,F,2. Some College,76356,2upto25,Y,I,,Y,Sales/Service,1Low,Renter,South,2,D
N,M,1. HS,0,6upto65,Y,I,,N,Professional,1Low,Owner,South,6,E
Y,M,3. Bach,443324,4upto45,Y,E,Married,U,Professional,3High,Owner,South,2,E
N,M,2. Some College,104734,1_Unk,N,E,Married,Y,Sales/Service,1Low,Owner,South,8,D
Y,F,2. Some College,162126,6upto65,Y,E,Married,N,Sales/Service,1Low,Owner,Midwest,3,F
Y,M,4. Grad,415944,5upto55,Y,B,Married,U,Others,2Med,Owner,South,1,K
Y,F,2. Some College,0,4upto45,Y,E,Married,N,Sales/Service,1Low,Renter,South,4,E
N,F,1. HS,148987,3upto35,Y,E,,N,Blue Collar,1Low,Owner,Northeast,3,G
N,F,0. lessHS,0,7above65,Y,B,,N,Retired,1Low,,Northeast,1,C
Y,M,4. Grad,421830,6upto65,Y,C,Married,N,Sales/Service,3High,Owner,Midwest,2,H
Y,F,3. Bach,162060,4upto45,Y,E,Married,Y,Professional,1Low,Owner,Midwest,4,F
Y,M,1. HS,374080,1_Unk,N,F,Single,U,Professional,1Low,Owner,Northeast,6,C
N,M,0. lessHS,134985,1_Unk,N,J,,Y,Farm,1Low,Owner,West,4,C
N,F,,82407,1_Unk,N,E,Married,Y,Blue Collar,1Low,Renter,South,2,B
Y,M,4. Grad,1956550,1_Unk,Y,B,Married,Y,Professional,3High,Owner,South,1,L
N,F,1. HS,77956,5upto55,N,G,Single,U,Professional,1Low,Owner,Midwest,8,C
Y,M,3. Bach,555900,5upto55,Y,B,Married,Y,Sales/Service,2Med,Owner,West,2,I
Y,M,2. Some College,0,3upto35,Y,J,,Y,Blue Collar,1Low,Owner,Midwest,7,C
N,U,0. lessHS,88208,1_Unk,Y,D,,N,Sales/Service,1Low,Owner,South,1,A
N,F,1. HS,142790,7above65,N,C,,Y,Retired,1Low,Owner,West,5,I
Y,M,,463250,1_Unk,Y,G,,U,Others,1Low,Renter,West,5,G
N,U,0. lessHS,0,1_Unk,Y,G,Single,Y,Sales/Service,1Low,Renter,South,8,E
N,M,0. lessHS,119900,1_Unk,N,F,,Y,Sales/Service,1Low,Owner,South,4,C
N,F,4. Grad,206010,7above65,Y,D,Married,Y,Retired,1Low,Owner,South,1,E
Y,M,2. Some College,108400,5upto55,Y,F,,N,Professional,1Low,Owner,Midwest,4,A
Y,F,2. Some College,95680,2upto25,N,I,Single,N,Sales/Service,1Low,Owner,South,8,C
Y,F,3. Bach,113087,3upto35,Y,E,Married,N,Professional,2Med,Owner,West,2,F
N,F,3. Bach,476024,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,L
Y,F,2. Some College,180809,3upto35,Y,C,,Y,Professional,2Med,Owner,South,1,E
Y,M,0. lessHS,281252,5upto55,Y,B,Married,U,Sales/Service,1Low,Owner,Midwest,5,F
N,U,0. lessHS,0,7above65,N,G,,U,Retired,1Low,Renter,Northeast,7,A
N,M,4. Grad,0,1_Unk,N,G,Single,U,Sales/Service,1Low,,West,4,F
N,M,1. HS,0,3upto35,N,G,Married,U,Blue Collar,1Low,Renter,Northeast,9,A
Y,F,4. Grad,213095,4upto45,Y,C,,Y,Professional,3High,Owner,Northeast,1,J
N,F,1. HS,198816,3upto35,Y,J,Married,Y,Sales/Service,1Low,Owner,South,3,E
Y,M,4. Grad,346127,5upto55,Y,B,,N,Professional,2Med,Owner,South,1,I
N,F,0. lessHS,161165,5upto55,N,G,Single,Y,Professional,1Low,Renter,South,2,E
N,F,2. Some College,124859,4upto45,N,C,Married,Y,Sales/Service,1Low,Owner,Midwest,9,F
N,M,2. Some College,156513,4upto45,N,A,Single,U,Professional,1Low,Owner,West,2,F
N,M,4. Grad,189799,1_Unk,Y,B,Married,N,Sales/Service,1Low,Renter,South,1,E
Y,M,4. Grad,314356,7above65,Y,B,Married,N,Retired,1Low,Owner,Midwest,1,J
Y,M,0. lessHS,177670,1_Unk,N,C,Married,Y,Others,2Med,Owner,South,7,F
Y,M,4. Grad,820312,4upto45,Y,C,Married,Y,Professional,3High,Owner,South,1,K
Y,M,2. Some College,242307,2upto25,N,B,Married,U,Professional,3High,Owner,South,2,F
Y,M,4. Grad,397293,1_Unk,Y,G,Single,N,Professional,1Low,Renter,South,8,B
N,F,0. lessHS,458192,5upto55,N,F,Married,Y,Blue Collar,3High,Owner,West,3,E
Y,F,1. HS,240781,5upto55,Y,B,Married,U,Professional,2Med,Owner,South,2,F
N,F,1. HS,147313,3upto35,Y,J,,Y,Sales/Service,2Med,Owner,West,4,F
N,M,0. lessHS,151728,5upto55,N,G,,Y,Blue Collar,1Low,Owner,South,4,F
N,F,1. HS,45518,7above65,Y,F,Married,N,Retired,1Low,Owner,Northeast,2,D
N,M,0. lessHS,98100,1_Unk,N,F,Married,Y,Sales/Service,1Low,Owner,South,9,E
N,F,1. HS,89581,6upto65,N,J,Married,Y,Sales/Service,1Low,Owner,South,2,F
N,M,0. lessHS,0,1_Unk,N,J,Married,U,Blue Collar,1Low,Owner,South,5,A
Y,M,4. Grad,376050,4upto45,Y,C,Married,Y,Professional,3High,Owner,West,5,G
N,U,,94557,1_Unk,N,J,Married,Y,Blue Collar,1Low,Owner,South,2,B
N,M,4. Grad,0,5upto55,Y,I,Single,N,Professional,1Low,Renter,Midwest,5,D
Y,F,2. Some College,260510,4upto45,N,E,Married,U,Sales/Service,1Low,Owner,Midwest,3,E
N,M,4. Grad,0,7above65,Y,B,,N,Retired,1Low,,Northeast,2,A
N,F,1. HS,124320,7above65,Y,D,Married,N,Retired,1Low,Owner,Midwest,3,F
Y,M,3. Bach,418298,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,4,H
Y,F,3. Bach,414897,6upto65,Y,B,Married,N,Retired,1Low,Owner,Midwest,1,H
Y,F,2. Some College,111561,2upto25,Y,E,,U,Farm,1Low,Owner,Midwest,6,E
Y,F,0. lessHS,242905,5upto55,Y,B,,Y,Sales/Service,1Low,Renter,Northeast,4,E
Y,M,0. lessHS,0,1_Unk,N,G,Single,U,Blue Collar,1Low,Renter,Northeast,9,A
N,F,1. HS,118417,4upto45,Y,C,,Y,Sales/Service,1Low,Owner,South,1,E
N,M,2. Some College,172656,4upto45,Y,E,Married,Y,Sales/Service,2Med,Owner,Midwest,6,E
N,F,0. lessHS,138880,7above65,Y,J,,Y,Retired,1Low,Owner,South,2,E
N,M,1. HS,161061,7above65,Y,I,Married,N,Retired,1Low,Owner,Midwest,6,A
N,F,1. HS,67492,3upto35,N,E,,Y,Professional,1Low,Owner,South,6,C
Y,M,3. Bach,441232,5upto55,Y,E,,Y,Blue Collar,1Low,Owner,Northeast,2,F
N,F,2. Some College,0,2upto25,N,F,Single,N,Blue Collar,1Low,Renter,Midwest,5,E
N,M,2. Some College,0,1_Unk,Y,G,,Y,Blue Collar,1Low,Renter,South,7,D
Y,M,2. Some College,0,1_Unk,N,E,Married,Y,Professional,1Low,,Midwest,8,C
N,F,2. Some College,328896,4upto45,Y,E,Married,U,Professional,1Low,Owner,West,3,E
N,F,2. Some College,212147,2upto25,Y,E,,Y,Sales/Service,2Med,Owner,South,4,G
Y,M,4. Grad,495666,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,F
Y,F,3. Bach,324907,5upto55,Y,B,,N,Sales/Service,1Low,Owner,West,4,F
Y,F,3. Bach,675832,4upto45,Y,B,Single,Y,Professional,1Low,,West,1,K
N,M,1. HS,206119,5upto55,Y,D,,N,Blue Collar,1Low,Owner,Northeast,2,D
N,F,2. Some College,0,6upto65,Y,G,,N,Sales/Service,1Low,Renter,South,6,D
Y,M,1. HS,363192,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,2,L
Y,M,2. Some College,201791,5upto55,Y,E,Married,N,Sales/Service,2Med,Owner,West,3,G
Y,M,2. Some College,0,4upto45,Y,G,Married,Y,Blue Collar,1Low,Renter,South,2,B
Y,M,2. Some College,214675,4upto45,Y,C,,Y,Professional,2Med,Owner,South,2,G
Y,M,0. lessHS,58751,3upto35,N,G,,Y,Sales/Service,1Low,Owner,South,5,D
N,F,3. Bach,129165,7above65,Y,E,Married,Y,Retired,1Low,Owner,South,3,E
Y,M,2. Some College,255092,4upto45,Y,C,,Y,Blue Collar,1Low,Owner,South,1,F
Y,M,2. Some College,246350,4upto45,Y,C,Married,Y,Professional,3High,Owner,Midwest,3,F
N,F,1. HS,192640,7above65,Y,J,,Y,Retired,1Low,,South,4,E
Y,M,3. Bach,812922,4upto45,N,E,,N,Professional,1Low,Owner,South,1,C
N,F,1. HS,0,3upto35,N,E,Single,Y,Sales/Service,1Low,Renter,Northeast,9,B
Y,M,4. Grad,760100,4upto45,Y,C,Married,Y,Professional,1Low,Owner,West,1,H
N,F,2. Some College,245593,2upto25,Y,E,,U,Professional,2Med,Owner,South,2,E
N,F,4. Grad,385238,5upto55,N,B,Married,N,Professional,2Med,Owner,South,1,E
Y,M,3. Bach,540531,6upto65,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,K
Y,M,2. Some College,187386,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,B
N,M,2. Some College,223450,7above65,Y,H,,N,Retired,2Med,Owner,West,1,A
N,F,1. HS,131497,7above65,Y,D,,N,Retired,1Low,Owner,Midwest,3,H
Y,M,4. Grad,517510,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,K
N,F,3. Bach,189671,7above65,Y,E,Married,N,Retired,2Med,Owner,South,3,E
Y,M,3. Bach,0,4upto45,N,G,Married,Y,Professional,1Low,Renter,South,8,G
Y,M,0. lessHS,821075,6upto65,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,J
N,M,1. HS,273829,6upto65,N,J,Married,N,Retired,1Low,Owner,Northeast,2,F
Y,M,3. Bach,414743,5upto55,Y,E,Married,Y,Professional,1Low,Owner,South,1,E
N,M,0. lessHS,294300,4upto45,N,F,Married,Y,Sales/Service,1Low,,South,1,A
Y,F,1. HS,127442,7above65,Y,D,Married,N,Retired,1Low,Owner,Midwest,6,E
N,M,2. Some College,166116,3upto35,Y,C,Married,Y,Blue Collar,1Low,Owner,West,3,E
N,F,1. HS,0,4upto45,N,B,Single,Y,Professional,1Low,,South,1,K
Y,F,0. lessHS,118823,1_Unk,Y,E,Married,Y,Sales/Service,1Low,Owner,South,8,D
Y,M,0. lessHS,1091329,5upto55,Y,B,Married,N,Professional,3High,Owner,West,1,K
N,F,2. Some College,0,3upto35,Y,E,,Y,Sales/Service,1Low,Renter,Midwest,7,A
N,F,3. Bach,298224,6upto65,Y,E,,Y,Sales/Service,1Low,Owner,Northeast,1,E
Y,M,4. Grad,853470,5upto55,Y,B,,N,Professional,1Low,Owner,South,1,H
N,F,3. Bach,422320,1_Unk,N,A,,U,Sales/Service,1Low,Renter,South,1,E
Y,F,2. Some College,326182,5upto55,N,F,Married,Y,Blue Collar,1Low,Renter,Northeast,2,A
N,M,2. Some College,0,3upto35,Y,B,,N,Sales/Service,1Low,Owner,Midwest,3,E
Y,F,2. Some College,161178,1_Unk,Y,C,,U,Others,1Low,,South,6,E
Y,M,0. lessHS,0,1_Unk,N,E,Married,U,Sales/Service,1Low,Renter,South,8,U
Y,F,2. Some College,0,5upto55,Y,E,Married,Y,Professional,1Low,Owner,Northeast,2,E
Y,M,2. Some College,228186,5upto55,Y,B,Married,U,Sales/Service,2Med,Owner,South,1,I
N,F,1. HS,51208,7above65,N,F,Married,Y,Professional,1Low,Owner,South,6,D
Y,M,2. Some College,0,5upto55,N,E,Single,N,Sales/Service,1Low,Renter,West,7,E
N,M,2. Some College,437962,6upto65,N,I,Married,N,Farm,1Low,Owner,Midwest,8,B
N,F,3. Bach,113905,7above65,Y,C,,Y,Retired,1Low,Owner,South,2,G
N,M,2. Some College,254244,5upto55,Y,E,Married,Y,Sales/Service,3High,Owner,West,3,F
Y,M,2. Some College,632548,4upto45,Y,C,Married,Y,Professional,3High,Owner,South,1,K
Y,M,3. Bach,696815,4upto45,Y,C,Married,Y,Professional,3High,Owner,West,1,K
N,M,1. HS,150670,4upto45,Y,J,Married,Y,Blue Collar,1Low,,West,2,E
N,F,3. Bach,0,1_Unk,N,F,Married,Y,Sales/Service,1Low,,Northeast,7,E
N,U,2. Some College,136693,5upto55,N,E,Married,U,Blue Collar,1Low,Renter,Northeast,2,F
Y,F,1. HS,0,5upto55,Y,E,Married,Y,Professional,1Low,Owner,Northeast,4,E
Y,M,3. Bach,355710,7above65,Y,C,,Y,Retired,2Med,Owner,Northeast,1,G
N,M,3. Bach,417851,3upto35,Y,B,,N,Sales/Service,1Low,Owner,South,3,F
N,M,0. lessHS,75537,1_Unk,N,G,Single,N,Blue Collar,1Low,Renter,South,6,C
Y,M,3. Bach,802240,4upto45,Y,C,Married,Y,Professional,1Low,Renter,South,1,L
N,M,4. Grad,46521,4upto45,N,I,Married,Y,Blue Collar,1Low,Owner,Midwest,8,A
N,M,0. lessHS,0,1_Unk,N,I,Married,U,Others,1Low,Owner,South,4,G
N,M,0. lessHS,600000,1_Unk,N,G,Single,U,Professional,1Low,Renter,Midwest,9,B
Y,M,4. Grad,0,3upto35,Y,G,,N,Professional,1Low,,South,7,D
N,M,1. HS,0,7above65,N,I,Married,N,Retired,1Low,Owner,Midwest,7,E
Y,M,1. HS,364179,5upto55,Y,E,Married,U,Professional,1Low,Owner,South,2,G
Y,M,4. Grad,755015,4upto45,Y,B,Married,Y,Professional,3High,Owner,Northeast,1,K
Y,M,3. Bach,389130,5upto55,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,1,G
N,F,3. Bach,571892,3upto35,Y,B,,U,Professional,3High,Owner,South,2,F
Y,M,4. Grad,107801,1_Unk,N,E,Married,U,Blue Collar,1Low,Owner,Northeast,1,E
Y,M,2. Some College,333278,7above65,Y,C,,U,Retired,1Low,Owner,South,3,A
N,M,0. lessHS,0,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,Northeast,3,B
Y,M,1. HS,118810,4upto45,N,F,Single,Y,Blue Collar,1Low,Owner,Northeast,4,D
N,F,2. Some College,118691,4upto45,N,F,Single,Y,Sales/Service,1Low,Owner,Northeast,6,F
N,M,2. Some College,199034,7above65,Y,E,,U,Sales/Service,1Low,Owner,Midwest,3,H
Y,F,2. Some College,708500,4upto45,Y,C,Married,Y,Sales/Service,3High,Owner,West,2,I
N,F,2. Some College,0,2upto25,N,U,,0,Sales/Service,1Low,,Northeast,0,U
Y,F,3. Bach,800005,4upto45,Y,C,Married,Y,Professional,1Low,Owner,South,1,J
Y,M,3. Bach,251397,6upto65,Y,E,Married,N,Professional,1Low,Owner,Northeast,3,F
N,M,0. lessHS,0,7above65,Y,D,Married,N,Retired,1Low,Owner,Midwest,4,E
N,F,2. Some College,0,1_Unk,N,A,Single,U,Sales/Service,1Low,Renter,Northeast,5,H
N,U,1. HS,178542,1_Unk,N,F,,Y,Professional,2Med,Owner,South,2,E
N,M,1. HS,100280,6upto65,N,F,Married,N,Retired,1Low,Owner,Northeast,3,C
Y,M,1. HS,269313,5upto55,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,E
Y,M,3. Bach,2000586,4upto45,Y,B,Married,N,Professional,1Low,,West,1,J
N,F,2. Some College,107882,2upto25,Y,F,,Y,Blue Collar,1Low,Owner,Northeast,5,G
N,F,2. Some College,0,4upto45,N,I,,Y,Professional,1Low,,South,3,B
Y,M,1. HS,219090,3upto35,N,I,Single,N,Blue Collar,1Low,Owner,West,3,F
N,M,3. Bach,251299,7above65,N,A,,N,Retired,2Med,Owner,South,2,F
Y,F,3. Bach,365095,4upto45,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,H
Y,F,2. Some College,163336,1_Unk,N,C,,Y,Sales/Service,1Low,,Midwest,2,F
N,M,0. lessHS,83325,1_Unk,Y,G,,Y,Blue Collar,1Low,Renter,Midwest,7,B
Y,M,4. Grad,0,1_Unk,Y,G,Single,N,Blue Collar,1Low,Renter,South,6,A
Y,F,3. Bach,0,3upto35,Y,A,Single,N,Sales/Service,1Low,Renter,Northeast,3,B
Y,U,2. Some College,416925,3upto35,N,E,Single,Y,Professional,1Low,Owner,Northeast,1,F
N,F,0. lessHS,81030,7above65,N,G,,Y,Retired,1Low,Owner,Midwest,3,B
N,M,1. HS,0,2upto25,N,G,Single,N,Blue Collar,1Low,Renter,Northeast,7,A
N,M,1. HS,0,7above65,N,E,,N,Retired,1Low,Renter,Northeast,4,A
Y,M,3. Bach,606092,3upto35,Y,B,,U,Professional,1Low,Renter,South,1,I
N,M,1. HS,193420,5upto55,Y,I,Married,Y,Blue Collar,2Med,Owner,South,3,D
